
10/07/2016,09:29,AM,,,,45,536,293,05012011.mp3
10/07/2016,09:29,AM,,,,7,241,927,20110731Chan.mp3
10/07/2016,09:42,AM,,,,41,130,432,20050907huang.mp3
10/07/2016,09:33,AM,,,,32,386,776,20071307chen.mp3
10/07/2016,09:29,AM,,,,32,195,003,2010-11-20.mp3
10/07/2016,09:40,AM,,,,42,694,599,20100214huang.mp3
10/07/2016,09:41,AM,,,,36,640,176,20100411huang.mp3
10/07/2016,09:43,AM,,,,45,144,474,20101114huang.mp3
10/07/2016,09:41,AM,,,,43,575,720,20110424huang.mp3
10/07/2016,09:41,AM,,,,42,268,681,20110508huang.mp3
10/07/2016,10:08,AM,,,,45,546,462,2011051511Yeh.mp3
10/07/2016,09:42,AM,,,,47,213,211,20110612huang.mp3
10/07/2016,10:06,AM,,,,56,317,155,20110619wong.mp3
10/07/2016,09:29,AM,,,,41,399,814,20110626.mp3
10/07/2016,09:55,AM,,,,41,399,814,20110626lin.mp3
10/07/2016,09:29,AM,,,,18,534,453,20110703.mp3
10/07/2016,09:42,AM,,,,47,444,646,20110703huang.mp3
10/07/2016,09:42,AM,,,,45,548,964,20110710huang.mp3
10/07/2016,09:29,AM,,,,8,953,878,20110710music.mp3
10/07/2016,10:08,AM,,,,58,879,042,20110717yeh.mp3
10/07/2016,10:09,AM,,,,46,312,074,20110724yeh.mp3
10/07/2016,09:43,AM,,,,26,655,174,20110807huang.mp3
10/07/2016,09:43,AM,,,,36,708,564,20110813huang.mp3
10/07/2016,09:43,AM,,,,46,912,554,20110821huang.mp3
10/07/2016,09:56,AM,,,,41,012,004,20110828lin.mp3
10/07/2016,09:29,AM,,,,27,562,539,20110904Bill.mp3
10/07/2016,09:44,AM,,,,56,336,337,20110918huang.mp3
10/07/2016,10:09,AM,,,,47,085,609,20110925yeh.mp3
10/07/2016,09:44,AM,,,,50,369,901,20111002huang.mp3
10/07/2016,09:44,AM,,,,20,139,069,20111009huang.mp3
10/07/2016,09:44,AM,,,,51,762,681,20111016huang.mp3
10/07/2016,10:09,AM,,,,52,267,251,20111023yeh.mp3
10/07/2016,09:45,AM,,,,54,322,644,20111106huang.mp3
10/07/2016,10:40,AM,,,,41,118,595,20111112zhang.mp3
10/07/2016,09:45,AM,,,,47,741,133,20111113huang.mp3
10/07/2016,09:45,AM,,,,38,968,287,20111120huang.mp3
10/07/2016,09:45,AM,,,,49,403,712,20111123yeh.mp3
10/07/2016,09:34,AM,,,,51,717,645,20111127chen.mp3
10/07/2016,09:46,AM,,,,51,873,186,20111204huang.mp3
10/07/2016,09:46,AM,,,,35,347,476,20111218huang.mp3
10/07/2016,10:09,AM,,,,45,619,437,20111225yeh.mp3
10/07/2016,09:39,AM,,,,45,536,871,20120101huang.mp3
10/07/2016,09:40,AM,,,,34,372,530,20120108huang.mp3
10/07/2016,10:09,AM,,,,50,157,648,20120122yeh.mp3
10/07/2016,09:38,AM,,,,49,915,371,20120129chen_.mp3
10/07/2016,09:46,AM,,,,47,815,776,20120205huang.mp3
10/07/2016,09:46,AM,,,,48,155,214,20120212huang.mp3
10/07/2016,10:38,AM,,,,18,802,103,20120218ayuanzhiming.mp3
10/07/2016,10:39,AM,,,,76,593,619,20120218cdyuanzhiming.mp3
10/07/2016,10:38,AM,,,,15,878,314,20120218yuanzhiming.mp3
10/07/2016,10:39,AM,,,,44,950,667,20120219a.mp3
10/07/2016,10:39,AM,,,,90,212,379,20120219ayuanzhiming.mp3
10/07/2016,10:40,AM,,,,57,341,724,20120219byuanzhiming.mp3
10/07/2016,09:56,AM,,,,39,361,518,20120226lin.mp3
10/07/2016,09:46,AM,,,,39,912,375,20120304huang.mp3
10/07/2016,09:40,AM,,,,47,798,679,20120311huang.mp3
10/07/2016,09:41,AM,,,,38,606,748,20120318huang.mp3
10/07/2016,10:37,AM,,,,55,478,985,20120325yeh.mp3
10/07/2016,09:47,AM,,,,45,805,836,20120401Huang.mp3
10/07/2016,09:41,AM,,,,28,484,073,20120408huang.mp3
10/07/2016,09:41,AM,,,,46,014,753,20120415huang.mp3
10/07/2016,10:10,AM,,,,56,157,027,20120422Yeh.mp3
10/07/2016,09:34,AM,,,,37,154,337,20120429Chen.mp3
10/07/2016,09:47,AM,,,,54,216,309,20120506Huang.mp3
10/07/2016,09:47,AM,,,,48,709,407,20120513Huang.mp3
10/07/2016,10:10,AM,,,,49,095,549,20120520Yeh.mp3
10/07/2016,09:47,AM,,,,50,551,296,20120527huang.mp3
10/07/2016,10:10,AM,,,,57,576,495,20120603Yeh.mp3
10/07/2016,09:48,AM,,,,55,467,309,20120610huang.mp3
10/07/2016,09:48,AM,,,,50,093,430,20120617huang.mp3
10/07/2016,10:37,AM,,,,58,497,648,20120624yeh_.mp3
10/07/2016,09:48,AM,,,,52,302,696,20120701huang.mp3
10/07/2016,09:48,AM,,,,39,896,946,20120708huang.mp3
10/07/2016,09:48,AM,,,,38,678,889,20120715huang.mp3
10/07/2016,10:01,AM,,,,84,503,817,20120720liu.mp3
10/07/2016,10:02,AM,,,,69,466,070,20120721aliu.mp3
10/07/2016,10:02,AM,,,,70,463,059,20120721bliu.mp3
10/07/2016,10:02,AM,,,,63,505,554,20120721cliu.mp3
10/07/2016,10:03,AM,,,,63,511,980,20120722liu.mp3
10/07/2016,09:56,AM,,,,27,801,027,20120729lin.mp3
10/07/2016,09:49,AM,,,,54,489,027,20120805Huang.mp3
10/07/2016,09:49,AM,,,,50,369,740,20120812huang.mp3
10/07/2016,10:38,AM,,,,39,206,912,20120819ayeh_.mp3
10/07/2016,10:38,AM,,,,59,862,489,20120819yeh_.mp3
10/07/2016,09:49,AM,,,,28,344,320,20120826huang.mp3
10/07/2016,09:49,AM,,,,39,853,440,20120902Huang.mp3
10/07/2016,09:56,AM,,,,41,315,163,20120909lin.mp3
10/07/2016,10:04,AM,,,,51,726,402,20120916sjogren.mp3
10/07/2016,10:05,AM,,,,114,980,392,20120916_1sjogren.mp3
10/07/2016,10:05,AM,,,,26,961,662,20120916_2sjogren.mp3
10/07/2016,09:49,AM,,,,43,877,211,20120923huang.mp3
10/07/2016,09:50,AM,,,,26,343,936,20121007huang.mp3
